iter	MultiClass
195	0.1910233414
196	0.1902257477
197	0.1892743799
198	0.1883401181
199	0.1876100143
200	0.1861452406
201	0.1849037618
202	0.1841921159
203	0.1834911298
204	0.1828099563
205	0.1819898047
206	0.1808811273
207	0.180003785
208	0.1787122288
209	0.177116349
210	0.1765433963
211	0.1758910345
212	0.1749831316
213	0.174400224
214	0.1731435759
215	0.172559236
216	0.1711468054
217	0.1701134999
218	0.1694054167
219	0.1688592415
220	0.1681149318
221	0.1674550924
222	0.1663108994
223	0.1654428059
224	0.1650321193
225	0.1636469925
226	0.1622691359
227	0.1610396942
228	0.159781564
229	0.159108972
230	0.1581840289
231	0.1572909395
232	0.1561580512
233	0.1548957876
234	0.1542520869
235	0.1535312812
236	0.1529440947
237	0.1518244568
238	0.1508171796
239	0.1498765168
240	0.1490238341
241	0.1478583162
242	0.1473879929
243	0.1470084739
244	0.1464564228
245	0.1459528995
246	0.1448413051
247	0.1436960456
248	0.1426822387
249	0.1417507763
250	0.1410880016
251	0.1403680016
252	0.1399636779
253	0.1392528064
254	0.1386249189
255	0.137983361
256	0.137256099
257	0.1367644309
258	0.1362286589
259	0.135749528
260	0.1350108906
261	0.1344438744
262	0.1339611521
263	0.133322302
264	0.132527998
265	0.132188255
266	0.131642324
267	0.1311247259
268	0.1307658031
269	0.1301110104
270	0.1293913146
271	0.1285209493
272	0.1278784053
273	0.1273973091
274	0.1267717561
275	0.1264739812
276	0.1258336738
277	0.1253174869
278	0.1250924462
279	0.1247733538
280	0.124460694
281	0.1238163732
282	0.1234284534
283	0.1228440141
284	0.1224177863
285	0.1221412208
286	0.1215285453
287	0.121006374
288	0.1203250377
289	0.1197007284
290	0.1192666518
291	0.1188577111
292	0.1182469151
293	0.1179996963
294	0.1175817464
295	0.1170658972
296	0.1165092302
297	0.1159133433
298	0.1156563324
299	0.1153298903
300	0.1146486604
301	0.1141439275
302	0.1135441966
303	0.1131378986
304	0.1124879066
305	0.1119208095
306	0.1113653342
307	0.1109604264
308	0.110507995
309	0.1102111588
310	0.1099482932
311	0.1091595094
312	0.1084846048
313	0.108026174
314	0.1075893837
315	0.1071810902
316	0.1068189466
317	0.1065898618
318	0.106285424
319	0.1057939596
320	0.1054865145
321	0.1049284131
322	0.104512253
323	0.1041367746
324	0.1040696042
325	0.1036303853
326	0.1030172373
327	0.1024762329
328	0.1021407387
329	0.1017039852
330	0.1010840599
331	0.1007924162
332	0.1004519427
333	0.1001268085
334	0.09993152867
335	0.09968386755
336	0.09954693039
337	0.09918440024
338	0.0986352941
339	0.0981817538
340	0.09763051087
341	0.09713961838
342	0.09682127195
343	0.09653986051
344	0.09615997753
345	0.09602596184
346	0.09569519072
347	0.09523801569
348	0.09492568064
349	0.09463051448
350	0.09412565973
351	0.09362800714
352	0.09330853407
353	0.09284854934
354	0.09222553035
355	0.09199706926
356	0.09173223435
357	0.09139370338
358	0.09099740915
359	0.09077542349
360	0.09037525526
361	0.09021512121
362	0.0899127688
363	0.08951905184
364	0.08907916726
365	0.08879475604
366	0.08838158752
367	0.0879017117
368	0.08757721635
369	0.08732771379
370	0.08708190106
371	0.08679541257
372	0.08659123533
373	0.0863005467
374	0.08585362589
375	0.08549700095
376	0.08516763813
377	0.08478545598
378	0.08452382625
379	0.08433217914
380	0.08404764284
381	0.08380659128
382	0.08347061284
383	0.08315768036
384	0.08293102769
385	0.08261002392
386	0.08222938544
387	0.08183632508
388	0.08154230462
389	0.08129011413
390	0.08110630934
391	0.08096943022
392	0.080638017
393	0.08031682786
394	0.07998563891
395	0.0796791177
396	0.07937899223
397	0.07927968603
398	0.07893895113
399	0.07875692748
400	0.07842761315
401	0.07810090387
402	0.07771215983
403	0.07752260146
404	0.07737509504
405	0.07723576655
406	0.07699136546
407	0.07683803968
408	0.07660266722
409	0.07640914525
410	0.07605226276
411	0.0759555173
412	0.07566654612
413	0.07547856026
414	0.0751940664
415	0.0750672256
416	0.07474742351
417	0.07451003123
418	0.07416474228
419	0.07383629242
420	0.07357145763
421	0.07311876905
422	0.07295222601
423	0.07271529143
424	0.07239363873
425	0.07210585724
426	0.07177161219
427	0.07160458618
428	0.07128709853
429	0.0710224898
430	0.07081211084
431	0.07058546683
432	0.07015323559
433	0.06992557247
434	0.06969955588
435	0.0695138661
436	0.06929817792
437	0.06900345688
438	0.06869472421
439	0.06842288523
440	0.06815734971
441	0.0679600704
442	0.06778225147
443	0.06759719684
444	0.06742954419
445	0.06723538266
446	0.06692550874
447	0.06676256539
448	0.06672090591
449	0.06644336403
450	0.06636063626
451	0.06615115848
452	0.06599698235
453	0.06585402099
454	0.06567718596
455	0.06541301999
456	0.06523660625
457	0.065007767
458	0.06473977169
459	0.06447289621
460	0.06428440184
461	0.06404438711
462	0.06382172614
463	0.06368235558
464	0.06347094819
465	0.0632786027
466	0.06312613946
467	0.06293810184
468	0.06270166253
469	0.06251454293
470	0.06234130685
471	0.06210622206
472	0.06202964318
473	0.0618386218
474	0.06162295246
475	0.06139689705
476	0.06131679855
477	0.06115607141
478	0.06099065077
479	0.0608234409
480	0.06068618003
481	0.06050571697
482	0.06032255678
483	0.0602249764
484	0.06002142378
485	0.05985000625
486	0.05967834777
487	0.05953139952
488	0.05934734451
489	0.05911746011
490	0.05883593821
491	0.05864192664
492	0.05848209751
493	0.05839823916
494	0.05821437427
495	0.05798897972
496	0.05786423628
497	0.05767982274
498	0.05750736992
499	0.05736163637
500	0.05722170538
501	0.05713456495
502	0.05694777431
503	0.05675936749
504	0.05662067767
505	0.0564801207
506	0.05627570254
507	0.05620568653
508	0.05602953773
509	0.05589058776
510	0.05568466376
511	0.05555466549
512	0.05540258284
513	0.05527168953
514	0.05516828254
515	0.05512183557
516	0.05496268739
517	0.05493279421
518	0.05476607831
519	0.05459286415
520	0.05447710304
521	0.05441911396
522	0.05422111907
523	0.05413430946
524	0.05401085734
525	0.05391158236
526	0.05376250711
527	0.05364801371
528	0.0535303827
529	0.05342029509
530	0.05328669252
531	0.05315497884
532	0.05307087084
533	0.05293968748
534	0.05285455533
535	0.05266861817
536	0.05243917042
537	0.05220084216
538	0.05199724958
539	0.0518931652
540	0.05168451251
541	0.05151213867
542	0.051343182
543	0.05117509865
544	0.05110885674
545	0.05091922413
546	0.05072050395
547	0.0506010039
548	0.05038287383
549	0.05025491767
550	0.05021450142
551	0.05012343711
552	0.04998945354
553	0.04987976751
554	0.04978455063
555	0.04962115025
556	0.04945889091
557	0.04935189863
558	0.04931959889
559	0.04921121786
560	0.04902662343
561	0.04885912078
562	0.04873642592
563	0.04855785156
564	0.0483546874
565	0.04824810256
566	0.04817356818
567	0.04803463847
568	0.04790862678
569	0.04782389918
570	0.04771291213
571	0.0475819085
572	0.04750666022
573	0.04732648815
574	0.04717332785
575	0.0470894025
576	0.04690952558
577	0.04681657377
578	0.04669980181
579	0.04657688684
580	0.04650301238
581	0.04640676999
582	0.04629500745
583	0.04614250802
584	0.04600880275
585	0.0459125483
586	0.04577141866
587	0.04567418
588	0.04554166982
589	0.04545210276
590	0.04535812363
591	0.04522734913
592	0.04512990476
593	0.04497667997
594	0.04494101057
595	0.04487318513
596	0.04475351052
597	0.04466927438
598	0.04458749941
599	0.04448922645
600	0.04437176096
601	0.04422978695
602	0.04415805723
603	0.04398671265
604	0.04386457288
605	0.04371434101
606	0.04361302231
607	0.04347588579
608	0.04340632245
609	0.043321217
610	0.04320100206
611	0.04309544242
612	0.04296843855
613	0.04288456927
614	0.04275009046
615	0.04266383244
616	0.04255035346
617	0.04243763021
618	0.0423389889
619	0.04225400407
620	0.04220240412
621	0.04211482852
622	0.04207251698
623	0.04197855722
624	0.04187982856
625	0.04175508559
626	0.04165904426
627	0.04157846423
628	0.04145840303
629	0.04130821371
630	0.04124929975
631	0.04118802732
632	0.04113499081
633	0.04104732359
634	0.04098599781
635	0.04093380381
636	0.04083152266
637	0.04074494193
638	0.04069243499
639	0.04063256713
640	0.04056594675
641	0.04042099839
642	0.0402802499
643	0.04015859742
644	0.04007725519
645	0.03996022285
646	0.03986742826
647	0.03982189061
648	0.0397015726
649	0.03962985238
650	0.03958889512
651	0.03956411473
652	0.03950270964
653	0.03938254783
654	0.03933037016
655	0.03926217426
656	0.03913930623
657	0.03905395453
658	0.03897039185
659	0.03886350657
660	0.03878066884
661	0.03866781032
662	0.0385593589
663	0.03850037545
664	0.03840198482
665	0.03834501389
666	0.03828781257
667	0.03817262069
668	0.0380535081
669	0.0380034421
670	0.03791613525
671	0.03786965824
672	0.0377536735
673	0.0376729515
674	0.03760687258
675	0.03750511873
676	0.03741802232
677	0.03736164405
678	0.03729924801
679	0.03724053251
680	0.03714713822
681	0.0370568239
682	0.03696827858
683	0.0368878456
684	0.03684550434
685	0.03680585767
686	0.03672790258
687	0.03666429276
688	0.03658346029
689	0.03652340392
690	0.0364137038
691	0.03637180135
692	0.03634127861
693	0.03629430129
694	0.0362239395
695	0.03614803133
696	0.03608275259
697	0.0359992529
698	0.03595861757
699	0.03586791459
700	0.03581327672
701	0.03576282485
702	0.03566739631
703	0.0355918855
704	0.03553464431
705	0.03547089268
706	0.0354328703
707	0.03534565574
708	0.03530148598
709	0.03524298803
710	0.03517459058
711	0.03513129388
712	0.03502541582
713	0.03495463939
714	0.0349263835
715	0.03485040059
716	0.03480581947
717	0.03472395547
718	0.03463448634
719	0.0345847927
720	0.0344809415
721	0.034392974
722	0.03433223203
723	0.03426091009
724	0.03415585959
725	0.03406619459
726	0.0340350583
727	0.03401453558
728	0.03393807163
729	0.03389505133
730	0.03384115355
731	0.03375783393
732	0.0337077009
733	0.03362989268
734	0.03357730795
735	0.03352851418
736	0.03346390238
737	0.03337858794
738	0.0333169576
739	0.03325617078
740	0.033185455
741	0.03310587504
742	0.03305221509
743	0.0330026119
744	0.03296703656
745	0.03290068479
746	0.03281786022
747	0.03277099443
748	0.03270328894
749	0.03263069078
750	0.0325660515
751	0.03249078348
752	0.03241087679
753	0.03236358545
754	0.03228025996
755	0.03220986395
756	0.03214324746
757	0.03208196902
758	0.032007349
759	0.0319599433
760	0.03190546026
761	0.0318684746
762	0.03182050146
763	0.03176952363
764	0.0317030902
765	0.03162648553
766	0.03155857776
767	0.03148587574
768	0.03142145411
769	0.0313694226
770	0.03128640251
771	0.03121871226
772	0.03113793095
773	0.03107682078
774	0.03103617441
775	0.03097522606
776	0.03091830738
777	0.03085796785
778	0.03080065612
779	0.03074524228
780	0.03069266985
781	0.03062801893
782	0.03057952008
783	0.03053174116
784	0.03046815101
785	0.03042918566
786	0.03034924702
787	0.03027818389
788	0.03021925983
789	0.03016769937
790	0.03014346298
791	0.03008037372
792	0.03001742728
793	0.0299314188
794	0.02990150971
795	0.02983133841
796	0.02977925278
797	0.02972254063
798	0.02964502742
799	0.02957527335
800	0.02952523963
801	0.02947260585
802	0.02943251581
803	0.0293705944
804	0.02933368986
805	0.0292935984
806	0.02925873694
807	0.02921559166
808	0.02917126067
809	0.02913463973
810	0.02905963553
811	0.02901928421
812	0.02898114198
813	0.02891511081
814	0.02887084527
815	0.02879351753
816	0.02875300084
817	0.02873778829
818	0.02867620741
819	0.02863064835
820	0.02857701963
821	0.02852349712
822	0.02849158526
823	0.02844656497
824	0.02839741121
825	0.02835009926
826	0.02829484525
827	0.02823862565
828	0.0281947307
829	0.02815711586
830	0.02811322427
831	0.02804652737
832	0.02802694143
833	0.02797945775
834	0.02796072067
835	0.0279012751
836	0.02783817274
837	0.0277995113
838	0.02774348757
839	0.02767785357
840	0.02763254769
841	0.02758016578
842	0.02753753833
843	0.02748014777
844	0.02745424071
845	0.02742917839
846	0.02736494338
847	0.0273210192
848	0.02727344357
849	0.02724334694
850	0.0272151614
851	0.02716711347
852	0.02711696501
853	0.02705875633
854	0.02699455535
855	0.02692081306
856	0.02687222333
857	0.0268247231
858	0.02679530339
859	0.02676958268
860	0.0267420523
861	0.02670006034
862	0.02663246898
863	0.02659987151
864	0.02657370077
865	0.02654054451
866	0.02648955399
867	0.02643516366
868	0.02639639302
869	0.02636554193
870	0.02633462001
871	0.02627693034
872	0.02623569519
873	0.02618060508
874	0.02613813573
875	0.02607379261
876	0.02603997268
877	0.0260040916
878	0.02598339956
879	0.02594846438
880	0.02590382265
881	0.02587322034
882	0.02584168233
883	0.02578961989
884	0.02574498284
885	0.02570307757
886	0.02567069366
887	0.02562967666
888	0.02557482255
889	0.02555290388
890	0.02550933152
891	0.02544367194
892	0.02539294557
893	0.02536102349
894	0.02531905259
895	0.02526406474
896	0.02522197042
897	0.02518277523
898	0.02513407777
899	0.02506451668
900	0.02504270477
901	0.02499576098
902	0.02494518905
903	0.02491734376
904	0.02488781975
905	0.0248381778
906	0.02479560722
907	0.02476651933
908	0.02474210764
909	0.02471413069
910	0.02465215627
911	0.02461498595
912	0.02458388659
913	0.02455295156
914	0.0244961091
915	0.02444532501
916	0.02440865456
917	0.02435273871
918	0.02434017524
919	0.02432165283
920	0.02427069344
921	0.02421102785
922	0.02415553965
923	0.02412994782
924	0.02410919675
925	0.02405488871
926	0.0240162736
927	0.02399519188
928	0.02397604955
929	0.02394709427
930	0.02392023929
931	0.02391141497
932	0.02387650047
933	0.02384655076
934	0.02381767419
935	0.0237787202
936	0.02375249586
937	0.02372366258
938	0.02369319258
939	0.02365498926
940	0.02363043689
941	0.02360870479
942	0.02356756675
943	0.02354054733
944	0.02350124748
945	0.02346483129
946	0.02342550419
947	0.0234037302
948	0.02337867968
949	0.02334012058
950	0.02329397116
951	0.02326124152
952	0.02319842927
953	0.02317311198
954	0.02314263762
955	0.02310233244
956	0.02306108894
957	0.02302596837
958	0.02297839087
959	0.02293802348
960	0.02289745026
961	0.02287665688
962	0.02283199438
963	0.02281440627
964	0.02276781011
965	0.02272385508
966	0.022684035
967	0.02264166304
968	0.02261089709
969	0.02257832681
970	0.02253975835
971	0.02251793386
972	0.02249247656
973	0.02244679852
974	0.02240553862
975	0.0223724659
976	0.02235687736
977	0.02233469471
978	0.02228864158
979	0.02224072194
980	0.02221406896
981	0.02218974774
982	0.02215459241
983	0.02212600982
984	0.02210106932
985	0.02206412672
986	0.02204239342
987	0.0220302582
988	0.0219976747
989	0.02196944624
990	0.02195130221
991	0.02192042667
992	0.02188916822
993	0.02186496554
994	0.0218445165
995	0.02181335942
996	0.02178242875
997	0.02176829639
998	0.02172143883
999	0.02168102015
